CGSS2023编码表,,,,,,,
序号,调查方式,问卷题号,问卷题目,变量名,变量标签,取值标签,值标签
296,入户调查,A82,下列各种情形，哪一种更符合您配偶或同居伴侣目前的工作的状况？,a82,下列各种情形，哪一种更符合您配偶或同居伴侣目前的工作状况,a82lab,"-5 电话调查未调查
-3 拒绝回答
-2 不知道
-1 不适用
1 自己是老板（或者是合伙人）
2 个体工商户
3 受雇于他人（有固定雇主）
4 劳务工/劳务派遣人员
5 零工、散工（无固定雇主的受雇者）
6 在自己家的生意/企业中工作/帮忙，领工资
7 在自己家的生意/企业中工作/帮忙，不领工资
8 自由职业者
9 其他"
297,入户调查,A82aa,下列各种情形，哪一种更符合您配偶或同居伴侣目前的工作的状况？其他，请注明,a821,您配偶或同居伴侣目前的工作状况-其他，请注明,,
298,入户调查,A82a,请问您配偶或同居伴侣雇有的雇员人数是：,a82a,如果您配偶或同居伴侣自己是老板(或者是合伙人)或个体工商户，雇有雇员多少人,a82a1lab,"-5 电话调查未调查
-3 拒绝回答
-2 不知道
-1 不适用
99996 雇有人数超过五位数"
299,入户调查,A83a,您配偶或同居伴侣的目前工作是否与用人单位或雇主签订了书面劳动合同？,a83a,您配偶或同居伴侣的目前工作是否与用人单位或雇主签订了书面劳动合同,a83alab,"-5 电话调查未调查
-3 拒绝回答
-2 不知道
-1 不适用
1 没有签订劳动合同
2 签有无固定期限劳动合同
3 签有固定期限劳动合同"
300,入户调查,A83aa,签有固定期限劳动合同，期限为多少个月？,a83aa,签有固定期限劳动合同，期限为多少个月,a83aalab,"-5 电话调查未调查
-1 不适用"
301,入户调查,A83b,在您配偶或同居伴侣目前的工作中，他/她的管理活动情况是：,a83b,您配偶或同居伴侣目前工作管理活动情况,a83blab,"-5 电话调查未调查
-3 拒绝回答
-2 不知道
-1 不适用
1 只管别人，不受别人管理
2 既管理别人，又受别人管理
3 只受别人管理，不管理别人
4 既不管理别人，又不受别人管理"
302,入户调查,A83c,请问他/她管理的人数是：,a83c,您配偶或同居伴侣目前工作管理人数,a83clab,"-5 电话调查未调查
-3 拒绝回答
-2 不知道
-1 不适用
99996 管理人数超过五位数"
303,入户调查,A85,您配偶或同居伴侣目前工作的性质是？,a85,您配偶或同居伴侣目前工作的性质,a85lab,"-5 电话调查未调查
-3 拒绝回答
-2 不知道
-1 不适用
1 全职工作
2 非全职工作"
304,入户调查,A87,您配偶或同居伴侣目前工作的单位或公司的单位类型是：,a87,您配偶或同居伴侣目前工作的单位或公司类型,a87lab,"-5 电话调查未调查
-3 拒绝回答
-2 不知道
-1 不适用
1 党政机关
2 企业
3 事业单位
4 社会团体、居/村委会
5 无单位/自雇（包括个体户）
6 军队
7 其他"
305,入户调查,A87a,您配偶或同居伴侣目前工作的单位或公司的单位类型是：其他，请注明,a87a,您配偶或同居伴侣目前工作的单位或公司类型-其他，请注明,,
306,入户调查,A88,您配偶或同居伴侣目前工作的单位或公司的所有制性质是：,a88,您配偶或同居伴侣目前工作的单位或公司的所有制性质,a88lab,"-5 电话调查未调查
-3 拒绝回答
-2 不知道
-1 不适用
1 国有或国有控股
2 集体所有或集体控股
3 私有/民营或私有/民营控股
4 港澳台资或港澳台资控股
5 外资所有或外资控股
6 其他"
307,入户调查,A88a,您配偶或同居伴侣目前工作的单位或公司的所有制性质是：其他请注明,a88a,您配偶或同居伴侣目前工作的单位或公司所有制性质-其他，请注明,,
308,入户调查,A89a,请问您父亲是哪一年出生的？,a89a,您父亲是哪一年出生的,a89alab,"-5 电话调查未调查
-3 拒绝回答
-2 不知道"
309,入户调查/电话调查,A89b,您父亲的最高教育程度是：,a89b,您父亲的最高教育程度,a89blab,"-3 拒绝回答
-2 不知道
1 没有受过任何教育
2 私塾、扫盲班
3 小学
4 初中
5 职业高中
6 普通高中
7 中专
8 技校
9 大学专科（成人高等教育）
10 大学专科（正规高等教育）
11 大学本科（成人高等教育）
12 大学本科（正规高等教育）
13 研究生及以上
14 其他"
310,入户调查/电话调查,A89b/A89b1,您父亲的最高教育程度是：其他，请注明,a89ba,您父亲的最高教育程度-其他，请注明,,
311,入户调查,A89c,您父亲的政治面貌是：,a89c,您父亲的政治面貌,a89clab,"-5 电话调查未调查
-3 拒绝回答
-2 不知道
1 群众
2 共青团员
3 民主党派
4 共产党员"
312,入户调查,A89d,请问您14岁时，您父亲的就业状况是：,a89d,您14岁时父亲的就业状况,a89dlab,"-5 电话调查未调查
-3 拒绝回答
-2 不知道
1 受雇于他人（有固定雇主）
2 全职务农
3 兼业务农，同时从事一些非农工作
4 劳务工/劳动派遣人员
5 零工、散工（无固定雇主的受雇者）
6 在自己家的生意或企业中工作/帮忙，领工资
7 在自己家的生意或企业中工作/帮忙，不领工资
8 自由职业者
9 个体工商户
10 自己是老板（或者是合伙人）
11 离/退休（不在职）
12 无业（失业/下岗）
13 丧失劳动力
14 在上学且没有工作
15 料理家务
16 已去世
17 其他"
313,入户调查,A89da,请问您14岁时，您父亲的就业状况是：其他，请注明,a89da,您14岁时父亲的就业状况-其他，请注明,,
314,入户调查,A89f,您14岁时，您父亲如担任了行政职务，他的职务级别是：,a89f,您14岁时父亲的职务级别,a89flab,"-5 电话调查未调查
-3 拒绝回答
-2 不知道
-1 不适用
0 没有担任任何行政职务
1 无级别
2 股级
3 副科级
4 正科级
5 副处级
6 正处级
7 副司局级及以上"
315,入户调查,A89g,您14岁时，您父亲工作的单位或公司的单位类型是：,a89g,您14岁时父亲工作的单位或公司的类型,a89glab,"-5 电话调查未调查
-3 拒绝回答
-2 不知道
-1 不适用
1 党政机关
2 企业
3 事业单位
4 社会团体、居/村委会
5 无单位/自雇（包括个体户）
6 军队
7 其他"
316,入户调查,A89ga,您14岁时，您父亲工作的单位或公司的单位类型是：其他，请注明,a89ga,您14岁时父亲工作的单位或公司的类型-其他，请注明,,
317,入户调查,A89h,您14岁时，您父亲工作的单位或公司所有制性质是：,a89h,您14岁时父亲工作的单位或公司所有制性质,a89hlab,"-5 电话调查未调查
-3 拒绝回答
-2 不知道
-1 不适用
1 国有或国有控股
2 集体所有或集体控股
3 私有/民营或私有/民营控股
4 港澳台资或港澳台资控股
5 外资所有或外资控股
6 其他"
318,入户调查,A89ha,您14岁时，您父亲工作的单位或公司所有制性质是：其他，请注明,a89ha,您14岁时父亲工作的单位或公司所有制性质-其他，请注明,,
319,入户调查,A90a,请问您母亲是哪一年出生的？,a90a,您母亲是哪一年出生的,a90alab,"-5 电话调查未调查
-3 拒绝回答
-2 不知道"
320,入户调查/电话调查,A90b,您母亲的最高教育程度是：,a90b,您母亲的最高教育程度,a90blab,"-3 拒绝回答
-2 不知道
1 没有受过任何教育
2 私塾、扫盲班
3 小学
4 初中
5 职业高中
6 普通高中
7 中专
8 技校
9 大学专科（成人高等教育）
10 大学专科（正规高等教育）
11 大学本科（成人高等教育）
12 大学本科（正规高等教育）
13 研究生及以上
14 其他"
321,入户调查/电话调查,A90b/A90b1,您母亲的最高教育程度是：其他，请注明,a90ba,您母亲的最高教育程度-其他，请注明,,
322,入户调查,A90c,您母亲的政治面貌是：,a90c,您母亲的政治面貌,a90clab,"-5 电话调查未调查
-3 拒绝回答
-2 不知道
1 群众
2 共青团员
3 民主党派
4 共产党员"
323,入户调查,A90d,请问您14岁时，您母亲的就业状况是：,a90d,您14岁时母亲的就业状况,a90dlab,"-5 电话调查未调查
-3 拒绝回答
-2 不知道
1 受雇于他人（有固定雇主）
2 全职务农
3 兼业务农，同时从事一些非农工作
4 劳务工/劳动派遣人员
5 零工、散工（无固定雇主的受雇者）
6 在自己家的生意或企业中工作/帮忙，领工资
7 在自己家的生意或企业中工作/帮忙，不领工资
8 自由职业者
9 个体工商户
10 自己是老板（或者是合伙人）
11 离/退休（不在职）
12 无业（失业/下岗）
13 丧失劳动力
14 在上学且没有工作
15 料理家务
16 已去世
17 其他"
324,入户调查,A90da,请问您14岁时，您母亲的就业状况是：其他，请注明,a90da,您14岁时母亲的就业状况-其他，请注明,,
325,入户调查,A90f,您14岁时，您母亲如担任了行政职务，她的职务级别是：,a90f,您14岁时母亲的职务级别,a90flab,"-5 电话调查未调查
-3 拒绝回答
-2 不知道
-1 不适用
0 没有担任任何行政职务
1 无级别
2 股级
3 副科级
4 正科级
5 副处级
6 正处级
7 副司局级及以上"
326,入户调查,A90g,您14岁时，您母亲工作的单位或公司的单位类型是：,a90g,您14岁时母亲工作的单位或公司的类型,a90glab,"-5 电话调查未调查
-3 拒绝回答
-2 不知道
-1 不适用
1 党政机关
2 企业
3 事业单位
4 社会团体、居/村委会
5 无单位/自雇（包括个体户）
6 军队
7 其他"
327,入户调查,A90ga,您14岁时，您母亲工作的单位或公司的单位类型是：其他，请注明,a90ga,您14岁时母亲工作的单位或公司的类型-其他，请注明,,
328,入户调查,A90h,您14岁时，您母亲工作的单位或公司所有制性质是：  ,a90h,您14岁时母亲工作的单位或公司所有制性质,a90hlab,"-5 电话调查未调查
-3 拒绝回答
-2 不知道
-1 不适用
1 国有或国有控股
2 集体所有或集体控股
3 私有/民营或私有/民营控股
4 港澳台资或港澳台资控股
5 外资所有或外资控股
6 其他"
329,入户调查,A90ha,您14岁时，您母亲工作的单位或公司所有制性质是：其他，请注明,a90ha,您14岁时母亲工作的单位或公司所有制性质-其他，请注明,,
330,入户调查/电话调查（随机）,B1,与同龄人相比，您本人的社会经济地位是：,b1,"与同龄人相比,您本人的社会经济地位是",b1lab,"1 较高
2 差不多
3 较低
9 不好说"
331,入户调查/电话调查（随机）,B2,与三年前相比，您的社会经济地位是：,b2,"与三年前相比,您的社会经济地位是",b2lab,"1 上升了
2 差不多
3 下降了
9 不好说"
332,入户调查/电话调查（随机）,B4,根据您的一般印象，您对一些重要事情所持的观点和看法与社会大众一致的时候有多少？,b4,根据您的一般印象您对一些重要事情所持的观点和看法与社会大众一致的时候有多少,b4lab,"-3 拒绝回答
1 非常少
2 比较少
3 一般
4 比较多
5 非常多"
333,入户调查/电话调查（随机）,B5,您和亲人、朋友之间的接触和联系的情况怎么样？,b5,"您和亲人,朋友之间的接触和联系的情况怎么样",b5lab,"-3 拒绝回答
1 非常不密切
2 不密切
3 一般
4 密切
5 非常密切"
334,入户调查/电话调查（随机）,B6,一般说来，您对现在社会上的陌生人是否信任？,b6,"一般来说,您对现在社会上的陌生人是否信任",b6lab,"1 非常不信任
2 不信任
3 一般
4 信任
5 非常信任"
335,入户调查/电话调查（随机）,B7a,现在社会上常常将人们划分为羡慕一些不同的类型，您认为自己属于其中的哪一个群体？,b7a,您认为自己属于其中的哪一个群体,b7alab,"1 富人
2 穷人
8 说不清"
336,入户调查/电话调查（随机）,B7b,现在社会上常常将人们划分为羡慕一些不同的类型，您认为自己属于其中的哪一个群体？,b7b,您认为自己属于其中的哪一个群体,b7blab,"1 领导、干部
2 群众
8 说不清"
337,入户调查/电话调查（随机）,B7c,现在社会上常常将人们划分为羡慕一些不同的类型，您认为自己属于其中的哪一个群体？,b7c,您认为自己属于其中的哪一个群体,b7clab,"1 城里人
2 乡下人
8 说不清"
338,入户调查/电话调查（随机）,B7d,现在社会上常常将人们划分为羡慕一些不同的类型，您认为自己属于其中的哪一个群体？,b7d,您认为自己属于其中的哪一个群体,b7dlab,"1 有产
2 无产
8 说不清"
339,入户调查/电话调查（随机）,B7e,现在社会上常常将人们划分为羡慕一些不同的类型，您认为自己属于其中的哪一个群体？,b7e,您认为自己属于其中的哪一个群体,b7elab,"1 管理者
2 被管理者
8 说不清"
340,入户调查/电话调查（随机）,B7f,现在社会上常常将人们划分为羡慕一些不同的类型，您认为自己属于其中的哪一个群体？,b7f,您认为自己属于其中的哪一个群体,b7flab,"1 高学历者
2 低学历者
8 说不清"
341,入户调查/电话调查（随机）,B7g,现在社会上常常将人们划分为羡慕一些不同的类型，您认为自己属于其中的哪一个群体？,b7g,您认为自己属于其中的哪一个群体,b7glab,"1 工人阶层
2 白领阶层
8 说不清"
342,入户调查/电话调查（随机）,B8,在上述各种类型的群体之间，一般而言，您认为哪两类人之间的差异最大？,b8,"在上述各种类型的群体中,一般而言,您认为哪两类人之间的差异最大",b8lab,"1 穷人与富人之间
2 当官的与老百姓之间
3 城里人与乡下人之间
4 有财产的人与无财产的人之间
5 管理者与被管理者之间
6 高学历者与低学历者之间
7 工人与白领之间
8 说不清"
343,入户调查/电话调查（随机）,B9,上述各类人之间，您认为哪两类人之间最容易出现矛盾和冲突？,b9,"上述各类型人之间,您认为哪两类人之间最容易出现矛盾和冲突",b9lab,"1 穷人与富人之间
2 当官的与老百姓之间
3 城里人与乡下人之间
4 有财产的人与无财产的人之间
5 管理者与被管理者之间
6 高学历者与低学历者之间
7 工人与白领之间
8 说不清"
344,入户调查/电话调查（随机）,B111,下列说法是否符合您的生活习惯或您的真实想法。除非必要，我和我的家人从不轻易购买生活必需之外的物品,b1101,"除非必要,我和我的家人从不轻易购买生活必需之外的物品",b11lab,"-3 拒绝回答
1 很符合
2 较符合
3 不太符合
4 很不符合"
345,入户调查/电话调查（随机）,B112,下列说法是否符合您的生活习惯或您的真实想法。我和我的家人过生日或遇上重要节日时，总是到餐馆去聚餐,b1102,"我和我的家人过生日或遇上重要节日时,总是到附近餐馆去聚餐",,
346,入户调查/电话调查（随机）,B113,下列说法是否符合您的生活习惯或您的真实想法。我总是到较有名气的商店去购物,b1103,我总是到较有名气的商店去购物,,
347,入户调查/电话调查（随机）,B114,下列说法是否符合您的生活习惯或您的真实想法。我从事的工作总是很紧张,b1104,我从事的工作总是很紧张,,
348,入户调查/电话调查（随机）,B115,下列说法是否符合您的生活习惯或您的真实想法。我出门总是坐出租车或私家小汽车,b1105,我出门总是坐出租车或私家小汽车,,
349,入户调查/电话调查（随机）,B116,下列说法是否符合您的生活习惯或您的真实想法。我家的耐用消费品大都是名牌、高档,b1106,"我家的耐用消费品大都是名牌,高档",,
350,入户调查/电话调查（随机）,B117,下列说法是否符合您的生活习惯或您的真实想法。我家用了好些艺术品、艺术画来装饰家庭气氛,b1107,"我家用了好些艺术品,艺术画来装饰家庭气氛",,
351,入户调查/电话调查（随机）,B118,下列说法是否符合您的生活习惯或您的真实想法。我总是不愿意与那些生活境况不太好的人来往,b1108,我总是不愿意与哪些生活环境不太好的人来往,,
352,入户调查/电话调查（随机）,B119,下列说法是否符合您的生活习惯或您的真实想法。我觉得现在过得很舒适、安逸，生活上没有多少可让我着急的事,b1109,"我觉得现在过得很舒适,安逸,生活上没有多少可让我着急的事",,
353,入户调查/电话调查（随机）,B1110,下列说法是否符合您的生活习惯或您的真实想法。在休息时间，我总是要听些音乐、或欣赏一些艺术作品,b1110,"在休息时间,我总是要听些音乐,或欣赏一些艺术作品",,
354,入户调查/电话调查（随机）,B1111,下列说法是否符合您的生活习惯或您的真实想法。我在家里的休息时间多数是看电视度过的,b1111,我在家里的休息时间多数是看电视度过的,,
355,入户调查/电话调查（随机）,B1112,下列说法是否符合您的生活习惯或您的真实想法。周末或有空的时候，我常常与他人一起玩牌或打麻将,b1112,"周末或得闲的时候,我常常与他人一起玩牌或打麻将",,
356,入户调查/电话调查（随机）,B1113,下列说法是否符合您的生活习惯或您的真实想法。我经常去专门的体育场馆或健身房锻炼身体,b1113,我经常去专门的体育场馆或健身房锻炼身体,,
357,入户调查/电话调查（随机）,B16new,下列各类人中，您认为哪类人最应该获得较高的收入：,b16new,"下列各类人中,您认为哪些人最应该获得较高的收入",b16newlab,"-3 拒绝回答
1 工人
2 农民
3 国家干部
4 国有、集体企业经营管理者
5 有技术专长和高学历者
6 有资产的人
7 其他"
358,入户调查/电话调查（随机）,B16new/B16anew,下列各类人中，您认为哪类人最应该获得较高的收入：其他，请注明,b16anew,"下列各类人中,您认为哪些人最应该获得较高的收入-其他，请注明",,
359,入户调查/电话调查（随机）,B17,比较而言，您认为下列哪类人在近 20 年来获得的利益最多？,b17,"比较而言,您认为下列哪类人在近20年来获得的利益最多",b17lab,"-3 拒绝回答
1 工人
2 农民
3 国家干部
4 国有、集体企业经营管理者
5 有技术专长和高学历者
6 有资产的人
8 其他"
360,入户调查/电话调查（随机）,B17/B17a,比较而言，您认为下列哪类人在近 20 年来获得的利益最多？其他，请注明,b17a,"比较而言,您认为下列哪类人在近20年来获得的利益最多-其他，请注明",,
361,入户调查/电话调查（随机）,B181,下列是一些说法，您是否同意？民主就是政府要为民做主,b1801,您是否同意-民主就是政府要为民做主,b18lab,"-3 拒绝回答
1 同意
2 不同意
3 不知道"
362,入户调查/电话调查（随机）,B182,下列是一些说法，您是否同意？只有老百姓对国家和地方的大事都有直接的发言权或决定权，才算是民主,b1802,"您是否同意-只有老百姓对国家和地方的大事都有直接的发言权或决定权,才算是民主",,
363,入户调查/电话调查（随机）,B183,下列是一些说法，您是否同意？如果老百姓有权选举自己的代表去讨论国家和地方的大事，也算是民主,b1803,"您是否同意-如果老百姓有权选举自己的代表去讨论国家和地方的大事,也算是民主",,
364,入户调查/电话调查（随机）,B184,下列是一些说法，您是否同意？每个人无论水平高低，都有同样的权利讨论国家和地方的大事,b1804,"您是否同意-每个人无论水平高低,都有同样的权利讨论国家和地方的大事",,
365,入户调查/电话调查（随机）,B185,下列是一些说法，您是否同意？讨论国家和地方的大事需要比较高知识和能力，所以只能让有较高知识和能力的人参与,b1805,"您是否同意-讨论国家和地方的大事需要比较高的知识和能力,所以只能让有较高知识和能力的人参与",,
366,入户调查/电话调查（随机）,B186,下列是一些说法，您是否同意？决定国家和地方上的大事，关键是看结果是否对大家有利,b1806,"您是否同意-决定国家和地方上的大事,关键是看结果是否对大家有利",,
367,入户调查/电话调查（随机）,B187,下列是一些说法，您是否同意？决定国家和地方上的大事，关键是看做出决定的方法是否合理,b1807,"您是否同意-决定国家和地方上的大事,关键是看做出决定的方法是否合理",,
368,入户调查/电话调查（随机）,B188,下列是一些说法，您是否同意？进城农民工应该享受与城市居民相同的待遇,b1808,您是否同意-进城农民工应该享受与城市居民相同的待遇,,
369,入户调查/电话调查（随机）,B189,下列是一些说法，您是否同意？应该从有钱人那里征收更多的税来帮助穷人,b1809,您是否同意-应该从有钱人那里征收更多的税来帮助穷人,,
370,入户调查/电话调查（随机）,B1810,下列是一些说法，您是否同意？现在有的人挣的钱多，有的人挣的少，但这是公平的,b1810,"您是否同意-现在有的人挣的钱多,有的人挣的少,但这是公平的",,
371,入户调查/电话调查（随机）,B1811,下列是一些说法，您是否同意？只要孩子够努力、够聪明，都能有同样的升学机会,b1811,"您是否同意-只要孩子够努力,够聪明,都能有同样的升学机会",,
372,入户调查/电话调查（随机）,B1814,"下列是一些说法，您是否同意？在我们这个社会,工人和农民的后代与其他人的后代一样,有同样多的机会成为有钱、有地位的人",b1814,"您是否同意-在我们这个社会,工人和农民的后代与其他人的后代一样,有同样多的机会成为有钱、有地位的人",,
373,入户调查/电话调查（随机）,B19a,我们常常提到过一种“普通人的生活”，在您看来，过“普通人的生活”应该具备什么样的职业、收入、教育与社会地位方面的条件？职业方面至少应该是：,b19a,"过普通人的生活,职业方面至少应该是",b19alab,"-3 拒绝回答
1 单位领导或企业老板
2 管理人员或技术人员
3 一般办事人员
4 干体力活也行"
374,入户调查/电话调查（随机）,B19b,我们常常提到过一种“普通人的生活”，在您看来，过“普通人的生活”应该具备什么样的职业、收入、教育与社会地位方面的条件？收入方面至少应该是：,b19b,"过普通人的生活,收入方面要达到",b19blab,"-3 拒绝回答
1 上等水平
2 中上等水平
3 中等水平
4 中下等水平
5 无所谓"
375,入户调查/电话调查（随机）,B19c,我们常常提到过一种“普通人的生活”，在您看来，过“普通人的生活”应该具备什么样的职业、收入、教育与社会地位方面的条件？教育方面至少应该是：,b19c,"过普通人的生活,教育方面要达到",b19clab,"-3 拒绝回答
1 初中以上
2 高中以上
3 大专以上
4 本科教育以上
5 研究生以上
6 无所谓"
376,入户调查/电话调查（随机）,B19d,我们常常提到过一种“普通人的生活”，在您看来，过“普通人的生活”应该具备什么样的职业、收入、教育与社会地位方面的条件？社会地位方面至少应该是：,b19d,"过普通人的生活,社会地位方面应该处于",b19dlab,"-3 拒绝回答
1 很受人尊敬
2 较受人尊敬
3 大家看得起就行
4 别人瞧得起、瞧不起都无所谓"
377,入户调查/电话调查,B20/Finished,就您的情况来看，您认为您的生活比“普通人的生活”怎样？,b20,"就您的情况来看,您认为您的生活比普通人的生活怎样",b20lab,"-3 拒绝回答
1 超过普通人的生活
2 就是普通人的生活
3 不如普通人
8 说不清"
378,入户调查,C1b,请问您目前是不是以下组织/社团/团体的成员？如果是的话，请问您是不是积极地参与组织/社团/团体的活动？社区组织,c1b,您是不是积极参加活动-社区组织,c1lab,"-5 电话调查未调查
1 是成员，并且积极参与
2 是成员，但基本不参与
3 不是成员"
379,入户调查,C1c,请问您目前是不是以下组织/社团/团体的成员？如果是的话，请问您是不是积极地参与组织/社团/团体的活动？社会公益组织（志愿者组织／非营利组织）,c1c,您是不是积极参加活动-社会公益组织,,
380,入户调查,C1d,请问您目前是不是以下组织/社团/团体的成员？如果是的话，请问您是不是积极地参与组织/社团/团体的活动？群众运动（因环保、维权等事件形成的组织） /消费者权益组织,c1d,您是不是积极参加活动-群众运动,,
381,入户调查,C1e,请问您目前是不是以下组织/社团/团体的成员？如果是的话，请问您是不是积极地参与组织/社团/团体的活动？宗教组织,c1e,您是不是积极参加活动-宗教组织,,
382,入户调查,C1f,请问您目前是不是以下组织/社团/团体的成员？如果是的话，请问您是不是积极地参与组织/社团/团体的活动？校友会,c1f,您是不是积极参加活动-校友会,,
383,入户调查,C1g,请问您目前是不是以下组织/社团/团体的成员？如果是的话，请问您是不是积极地参与组织/社团/团体的活动？娱乐休闲团体（业余爱好和体育俱乐部）,c1g,您是不是积极参加活动-娱乐休闲团体,,
384,入户调查,C1h,请问您目前是不是以下组织/社团/团体的成员？如果是的话，请问您是不是积极地参与组织/社团/团体的活动？工会及类似的劳动者组织,c1h,您是不是积极参加活动-工会及类似的劳动者组织,,
385,入户调查,C1i,请问您目前是不是以下组织/社团/团体的成员？如果是的话，请问您是不是积极地参与组织/社团/团体的活动？职业协会、专业学会及行业协会,c1i,您是不是积极参加活动-职业协会或专业学会或行业协会,,
386,入户调查,C2,过去12个月，您参与最积极的是哪一个？,c2,过去12个月，您参与最积极的一个,c2lab,"-5 电话调查未调查
-1 不适用
1 社区组织
2 社会公益组织（志愿者组织／非营利组织）
3 群众运动（因环保、维权等事件形成的组织） /消费者权益组织
4 宗教组织
5 校友会
6 娱乐休闲团体（业余爱好和体育俱乐部）
7 工会及类似的劳动者组织
8 职业协会、专业学会及行业协会
9 都没参加过"
387,入户调查,C3,通常情况下，您一天里与多少个不住在一起的家人或亲戚有联系？联系方式包括电话、短信、信件、上网、见面等。,c3,您一天里与多少个不住在一起的家人或亲戚有联系,c3lab,"-5 电话调查未调查
1 0人
2 1-2人
3 3-4人
4 5-9人
5 10-19人
6 20-49人
7 50-99人
8 100人或以上"
388,入户调查,C4,请问这些人里面大概有多少是您平日面对面接触的？,c4,家人或亲戚里面大概有多少您平日面对面接触,c4lab,"-5 电话调查未调查
-1 不适用
1 都是或几乎都是
2 大部分是
3 大概一半
4 只有一些
5 都不是或几乎都不是"
389,入户调查,C5,通常情况下，除了家人或亲戚以外，您一天里与多少个人有联系？联系方式包括电话、短信、信件、上网、见面等。,c5,除了家人或亲戚以外，您一天里与多少个人有联系,c5lab,"-5 电话调查未调查
1 0人
2 1-2人
3 3-4人
4 5-9人
5 10-19人
6 20-49人
7 50-99人
8 100人或以上"
390,入户调查,C6,请问这些人里面大概有多少是您平日面对面接触的？,c6,除了家人或亲戚以外，大概有多少您平日面对面接触,c6lab,"-5 电话调查未调查
-1 不适用
1 都是或几乎都是
2 大部分是
3 大概一半
4 只有一些
5 都不是或几乎都不是"
391,入户调查,C7,除了亲属以外，您经常联系的这些人与您相比，社会地位如何？,c7,除了亲属以外，您经常联系的这些人与您相比，社会地位如何,c7lab,"-5 电话调查未调查
-1 不适用
1 这些人多数社会地位比您高
2 这些人多数社会地位与您一样
3 这些人多数社会地位比您低"
392,入户调查,C8,在和亲戚以外的人交往时，您更倾向于下面哪种情况？,c8,在和亲戚以外的人交往时，您更倾向于下面哪种情况,c8lab,"-5 电话调查未调查
-1 不适用
1 和想法及行为相似的人常来往
2 和想法及行为不相似的人常来往
3 和想法及行为相似与不相似的人，来往都差不多"
393,入户调查,C9a,您的亲戚、朋友以及打过交道的人中，有没有从事下面这些职业的？大学老师,c9a,"您的亲戚,朋友以,打过交道的人的职业-大学老师",c9lab,"-5 电话调查未调查
1 有
2 没有"
394,入户调查,C9b,您的亲戚、朋友以及打过交道的人中，有没有从事下面这些职业的？律师,c9b,"您的亲戚,朋友以,打过交道的人的职业-律师",,
395,入户调查,C9c,您的亲戚、朋友以及打过交道的人中，有没有从事下面这些职业的？护士,c9c,"您的亲戚,朋友以,打过交道的人的职业-护士",,
396,入户调查,C9d,您的亲戚、朋友以及打过交道的人中，有没有从事下面这些职业的？电脑程序员,c9d,"您的亲戚,朋友以,打过交道的人的职业-电脑程序员",,
397,入户调查,C9e,您的亲戚、朋友以及打过交道的人中，有没有从事下面这些职业的？中学老师,c9e,"您的亲戚,朋友以,打过交道的人的职业-中学老师",,
398,入户调查,C9f,您的亲戚、朋友以及打过交道的人中，有没有从事下面这些职业的？人事经理,c9f,"您的亲戚,朋友以,打过交道的人的职业-人事经理",,
399,入户调查,C9g,您的亲戚、朋友以及打过交道的人中，有没有从事下面这些职业的？农民,c9g,"您的亲戚,朋友以,打过交道的人的职业-农民",,
400,入户调查,C9h,您的亲戚、朋友以及打过交道的人中，有没有从事下面这些职业的？美发师,c9h,"您的亲戚,朋友以,打过交道的人的职业-美发师",,
401,入户调查,C9i,您的亲戚、朋友以及打过交道的人中，有没有从事下面这些职业的？前台接待,c9i,"您的亲戚,朋友以,打过交道的人的职业-前台接待",,
402,入户调查,C9j,您的亲戚、朋友以及打过交道的人中，有没有从事下面这些职业的？警察,c9j,"您的亲戚,朋友以,打过交道的人的职业-警察",,
403,入户调查,C10,您的亲戚、朋友或打过交道的人中有住在国外的吗？,c10,您的亲戚、朋友或打过交道的人中有住在国外的吗,c10lab,"-5 电话调查未调查
1 有
2 没有"
404,入户调查,C11a,人们在遇到困难时会通过各种方式寻求帮助。在最近一次处理下列问题时，您最先向谁寻求帮助（这里问的是实际情况，而不是假定的情况）？情绪及心理上的问题,c11a,在最近一次处理下列问题时，您最先向谁寻求帮助-情绪及心理上的问题,c11lab,"-5 电话调查未调查
1 住在一起的家人
2 其他亲戚
3 同事
4 邻居
5 朋友
6 专业人员或机构
7 没有寻求任何人的帮助
8 从未遇到过这种问题"
405,入户调查,C11b,人们在遇到困难时会通过各种方式寻求帮助。在最近一次处理下列问题时，您最先向谁寻求帮助（这里问的是实际情况，而不是假定的情况）？健康问题,c11b,在最近一次处理下列问题时，您最先向谁寻求帮助-健康问题,,
406,入户调查,C11c,人们在遇到困难时会通过各种方式寻求帮助。在最近一次处理下列问题时，您最先向谁寻求帮助（这里问的是实际情况，而不是假定的情况）？家务琐事,c11c,在最近一次处理下列问题时，您最先向谁寻求帮助-家务琐事,,
407,入户调查,C11d,人们在遇到困难时会通过各种方式寻求帮助。在最近一次处理下列问题时，您最先向谁寻求帮助（这里问的是实际情况，而不是假定的情况）？照顾家人（如小孩/长辈）,c11d,在最近一次处理下列问题时，您最先向谁寻求帮助-照顾家人（如小孩/长辈）,,
408,入户调查,C11e,人们在遇到困难时会通过各种方式寻求帮助。在最近一次处理下列问题时，您最先向谁寻求帮助（这里问的是实际情况，而不是假定的情况）？经济问题,c11e,在最近一次处理下列问题时，您最先向谁寻求帮助-经济问题,,
